OrderDate,Region,City,CustomerID,ProductCategory,ProductName,Quantity,SalesAmount,Profit
2025-05-31,North,Chandigarh,CUST7172,Beverages,Pepsi 2L,3,513,80
2024-10-17,West,Mumbai,CUST6884,Household,Harpic Toilet Cleaner,2,542,31
2024-09-04,North,Chandigarh,CUST7503,Bakery,Britannia Bread,8,1208,121
2025-09-13,West,Ahmedabad,CUST0450,Snacks,Lays Chips 100g,5,550,55
2024-03-04,South,Chennai,CUST8218,Dairy,Britannia Cheese,7,1736,271
2025-01-26,East,Bhubaneswar,CUST5503,Bakery,Britannia Bread,4,452,71
2025-01-12,East,Bhubaneswar,CUST7162,Household,Vim Bar,10,3480,197
2025-01-14,South,Hyderabad,CUST2762,Fruits & Vegetables,Tomatoes 1kg,2,680,48
2024-02-21,West,Ahmedabad,CUST9840,Fruits & Vegetables,Tomatoes 1kg,9,2016,245
2024-12-12,East,Bhubaneswar,CUST0760,Groceries,Tata Salt 1kg,5,1985,214
2024-12-09,East,Kolkata,CUST3390,Beverages,Pepsi 2L,10,2140,283
2024-10-30,East,Kolkata,CUST1053,Snacks,KurKure 50g,2,662,73
2024-03-25,East,Kolkata,CUST7040,Bakery,Cake 500g,10,4870,330
2024-08-04,East,Kolkata,CUST4144,Beverages,Red Bull 250ml,4,424,61
2024-07-31,South,Bengaluru,CUST8542,Groceries,Aashirvaad Atta 5kg,7,2744,392
2024-06-12,North,Chandigarh,CUST7208,Beverages,Pepsi 2L,4,652,98
2024-01-02,West,Ahmedabad,CUST6474,Personal Care,Colgate Toothpaste,6,2052,213
2025-10-14,North,Jaipur,CUST6022,Fruits & Vegetables,Tomatoes 1kg,10,1970,160
2025-12-14,North,Jaipur,CUST2368,Personal Care,Colgate Toothpaste,9,1755,184
2024-11-02,West,Pune,CUST0629,Snacks,KurKure 50g,9,882,170
2025-11-30,East,Bhubaneswar,CUST1369,Household,Surf Excel 1kg,3,330,30
2025-06-11,East,Bhubaneswar,CUST3665,Dairy,Amul Milk 1L,9,1440,90
2025-01-30,North,Jaipur,CUST7290,Household,Vim Bar,3,735,83
2024-04-23,South,Bengaluru,CUST0955,Groceries,Aashirvaad Atta 5kg,2,140,12
2024-03-28,South,Bengaluru,CUST5350,Snacks,KurKure 50g,3,1098,64
2024-08-04,West,Ahmedabad,CUST6795,Beverages,Red Bull 250ml,10,2600,447
2024-03-21,North,Jaipur,CUST2993,Dairy,Paneer 200g,3,351,59
2025-02-19,North,Delhi,CUST3711,Fruits & Vegetables,Tomatoes 1kg,5,1620,219
2025-06-17,East,Kolkata,CUST9437,Bakery,Buns 4pcs,1,402,40
2024-12-13,South,Bengaluru,CUST2421,Fruits & Vegetables,Bananas 1kg,9,1827,246
2025-02-13,West,Pune,CUST4846,Household,Vim Bar,5,670,117
2024-04-20,West,Mumbai,CUST8742,Dairy,Paneer 200g,6,2802,503
2024-03-30,South,Bengaluru,CUST6174,Snacks,Bingo Mad Angles,8,3352,333
2024-03-10,South,Bengaluru,CUST1585,Groceries,Aashirvaad Atta 5kg,9,1863,164
2024-02-14,North,Chandigarh,CUST0269,Groceries,Fortune Oil 1L,8,2576,473
2024-03-28,West,Ahmedabad,CUST1225,Snacks,Lays Chips 100g,3,747,133
2025-08-11,East,Patna,CUST3242,Snacks,KurKure 50g,3,192,22
2024-03-05,South,Hyderabad,CUST4954,Fruits & Vegetables,Bananas 1kg,5,1305,248
2024-05-06,West,Mumbai,CUST0087,Groceries,Fortune Oil 1L,1,88,5
2024-08-14,West,Mumbai,CUST8778,Groceries,Tata Salt 1kg,6,2562,181
2025-10-12,West,Pune,CUST0370,Beverages,Pepsi 2L,4,1308,107
2025-09-12,South,Hyderabad,CUST0303,Personal Care,Lux Soap,4,904,59
2024-07-05,North,Delhi,CUST5242,Groceries,Aashirvaad Atta 5kg,8,1664,117
2025-12-20,West,Pune,CUST3746,Dairy,Britannia Cheese,4,1420,140
2024-01-16,West,Pune,CUST0318,Beverages,Coca Cola 2L,8,2912,426
2024-08-21,South,Chennai,CUST1847,Groceries,Aashirvaad Atta 5kg,10,4660,240
2024-01-15,South,Bengaluru,CUST8270,Dairy,Paneer 200g,7,2835,477
2025-08-23,South,Bengaluru,CUST9263,Personal Care,Lux Soap,5,1895,231
2024-03-31,North,Chandigarh,CUST4495,Household,Surf Excel 1kg,5,1870,286
2024-04-05,East,Kolkata,CUST3970,Bakery,Britannia Bread,6,1254,210
2025-08-22,North,Delhi,CUST0743,Bakery,Buns 4pcs,2,154,8
2024-10-08,East,Kolkata,CUST9815,Personal Care,Colgate Toothpaste,6,714,118
2024-03-06,East,Bhubaneswar,CUST3872,Beverages,Pepsi 2L,1,75,5
2025-11-22,East,Bhubaneswar,CUST6068,Personal Care,Colgate Toothpaste,7,2156,245
2024-11-23,West,Ahmedabad,CUST4039,Groceries,Fortune Oil 1L,8,440,76
2025-03-28,South,Chennai,CUST6919,Dairy,Britannia Cheese,2,238,23
2024-10-24,North,Chandigarh,CUST5362,Snacks,Lays Chips 100g,1,359,25
2025-09-10,South,Hyderabad,CUST7649,Fruits & Vegetables,Tomatoes 1kg,10,3270,179
2025-03-12,North,Delhi,CUST6554,Snacks,Bingo Mad Angles,3,420,32
2025-05-12,North,Jaipur,CUST3476,Personal Care,Lux Soap,5,1015,183
2024-08-19,South,Bengaluru,CUST1832,Personal Care,Lux Soap,1,449,89
2024-09-16,East,Kolkata,CUST8200,Personal Care,Lux Soap,9,855,42
2025-11-13,West,Ahmedabad,CUST7130,Beverages,Red Bull 250ml,5,1125,222
2025-08-14,South,Hyderabad,CUST9353,Snacks,KurKure 50g,8,2800,416
2025-06-29,North,Jaipur,CUST4652,Snacks,Bingo Mad Angles,7,3010,477
2024-11-05,North,Chandigarh,CUST3830,Household,Vim Bar,6,2124,106
2024-11-27,South,Chennai,CUST8179,Fruits & Vegetables,Bananas 1kg,4,1912,335
2024-08-31,East,Kolkata,CUST4062,Personal Care,Lux Soap,4,864,43
2024-01-06,South,Bengaluru,CUST1457,Personal Care,Lux Soap,10,1670,189
2025-05-16,East,Kolkata,CUST0165,Bakery,Britannia Bread,9,2475,326
2025-10-13,West,Ahmedabad,CUST2233,Beverages,Coca Cola 2L,7,707,79
2024-10-20,East,Bhubaneswar,CUST4670,Fruits & Vegetables,Tomatoes 1kg,7,987,90
2024-07-30,South,Hyderabad,CUST4833,Snacks,Bingo Mad Angles,7,2072,248
2024-05-20,East,Patna,CUST6532,Beverages,Pepsi 2L,2,342,43
2024-10-19,East,Patna,CUST4835,Bakery,Buns 4pcs,1,273,31
2025-08-30,South,Chennai,CUST2219,Beverages,Pepsi 2L,10,1980,221
2024-10-11,West,Ahmedabad,CUST6666,Household,Vim Bar,7,1239,85
2025-02-25,East,Patna,CUST4852,Snacks,KurKure 50g,1,383,54
2025-05-27,North,Jaipur,CUST3768,Groceries,Tata Salt 1kg,4,692,66
2025-12-12,East,Patna,CUST3310,Dairy,Amul Milk 1L,9,828,59
2025-05-23,West,Pune,CUST3772,Groceries,Fortune Oil 1L,9,954,63
2025-06-03,South,Bengaluru,CUST2060,Groceries,Tata Salt 1kg,5,1205,99
2024-11-10,East,Kolkata,CUST3636,Groceries,Aashirvaad Atta 5kg,8,984,87
2024-08-02,East,Patna,CUST5296,Groceries,Tata Salt 1kg,7,1092,184
2025-01-06,South,Bengaluru,CUST9032,Household,Surf Excel 1kg,9,3114,475
2024-06-22,West,Ahmedabad,CUST3662,Personal Care,Dove Soap,10,4820,700
2024-11-08,North,Jaipur,CUST2822,Personal Care,Colgate Toothpaste,3,228,22
2024-10-21,North,Jaipur,CUST5368,Groceries,Fortune Oil 1L,8,3184,504
2024-05-11,North,Delhi,CUST0225,Personal Care,Lux Soap,3,627,42
2024-12-22,West,Mumbai,CUST5725,Personal Care,Colgate Toothpaste,3,1431,124
2024-01-22,North,Chandigarh,CUST9284,Beverages,Red Bull 250ml,8,2968,329
2025-09-05,South,Hyderabad,CUST7574,Household,Surf Excel 1kg,10,2850,192
2025-04-14,West,Mumbai,CUST5969,Household,Vim Bar,1,440,27
2024-12-13,East,Bhubaneswar,CUST7856,Beverages,Coca Cola 2L,8,3080,534
2024-02-18,South,Chennai,CUST7653,Personal Care,Dove Soap,7,3122,350
2025-10-22,South,Hyderabad,CUST5474,Bakery,Cake 500g,1,411,59
2024-10-26,South,Chennai,CUST1724,Household,Surf Excel 1kg,6,2166,312
2025-03-26,West,Ahmedabad,CUST1027,Personal Care,Dove Soap,8,1896,145
2025-04-27,North,Delhi,CUST5790,Dairy,Paneer 200g,9,900,169
2025-01-04,North,Jaipur,CUST5417,Beverages,Red Bull 250ml,2,208,36
2024-02-07,South,Hyderabad,CUST5667,Fruits & Vegetables,Bananas 1kg,10,2040,391
2024-10-03,North,Chandigarh,CUST6324,Snacks,Bingo Mad Angles,4,416,63
2024-07-02,South,Hyderabad,CUST7827,Bakery,Buns 4pcs,4,736,78
2025-05-04,North,Chandigarh,CUST3763,Dairy,Amul Milk 1L,1,307,38
2024-04-06,South,Chennai,CUST3158,Dairy,Paneer 200g,6,2142,315
2024-12-08,North,Jaipur,CUST8761,Household,Harpic Toilet Cleaner,2,414,82
2024-05-02,West,Ahmedabad,CUST3651,Dairy,Amul Milk 1L,3,669,74
2024-07-07,West,Pune,CUST2849,Bakery,Buns 4pcs,6,906,63
2024-04-29,North,Delhi,CUST8279,Household,Surf Excel 1kg,2,434,44
2024-02-15,South,Chennai,CUST5246,Fruits & Vegetables,Tomatoes 1kg,7,623,95
2025-05-27,West,Mumbai,CUST8051,Snacks,KurKure 50g,9,3132,343
2024-12-01,North,Chandigarh,CUST6102,Household,Harpic Toilet Cleaner,2,412,49
2025-01-18,East,Kolkata,CUST6660,Bakery,Britannia Bread,4,876,77
2025-07-25,South,Bengaluru,CUST5470,Bakery,Buns 4pcs,2,446,46
2025-03-29,North,Chandigarh,CUST1929,Bakery,Buns 4pcs,7,1365,208
2024-10-18,West,Ahmedabad,CUST8415,Bakery,Cake 500g,8,2256,245
2025-10-19,East,Bhubaneswar,CUST5748,Household,Vim Bar,1,394,43
2025-11-04,North,Chandigarh,CUST5393,Household,Surf Excel 1kg,1,482,93
2025-05-24,West,Ahmedabad,CUST5261,Bakery,Cake 500g,7,1099,119
2024-12-08,West,Mumbai,CUST9443,Personal Care,Dove Soap,2,466,46
2025-10-02,South,Chennai,CUST4831,Beverages,Coca Cola 2L,5,2245,240
2025-06-26,East,Patna,CUST5482,Groceries,Aashirvaad Atta 5kg,6,744,60
2025-10-12,East,Patna,CUST8163,Snacks,Lays Chips 100g,7,3031,583
2024-08-06,West,Ahmedabad,CUST8007,Groceries,Tata Salt 1kg,5,1965,287
2024-09-14,North,Delhi,CUST0905,Bakery,Buns 4pcs,9,3888,229
2024-05-17,North,Jaipur,CUST6168,Snacks,Bingo Mad Angles,6,2598,375
2025-09-02,West,Ahmedabad,CUST0116,Snacks,Bingo Mad Angles,6,1068,61
2024-08-06,East,Kolkata,CUST8772,Household,Harpic Toilet Cleaner,8,2840,144
2025-12-16,East,Patna,CUST3694,Fruits & Vegetables,Bananas 1kg,6,2640,136
2024-07-12,East,Kolkata,CUST6479,Household,Vim Bar,8,2840,208
2024-03-27,East,Patna,CUST0310,Dairy,Amul Milk 1L,8,2704,465
2025-09-09,North,Jaipur,CUST6234,Household,Surf Excel 1kg,7,1498,83
2025-06-26,West,Pune,CUST2782,Bakery,Cake 500g,9,3906,778
2024-06-29,West,Mumbai,CUST2463,Beverages,Coca Cola 2L,6,2802,189
2025-02-01,North,Jaipur,CUST7846,Fruits & Vegetables,Bananas 1kg,5,315,57
2025-03-05,East,Kolkata,CUST2902,Bakery,Britannia Bread,5,1745,154
2025-09-25,East,Bhubaneswar,CUST5819,Household,Surf Excel 1kg,1,322,61
2024-08-26,North,Delhi,CUST9571,Groceries,Tata Salt 1kg,3,900,75
2024-11-28,West,Mumbai,CUST1618,Groceries,Aashirvaad Atta 5kg,5,705,135
2025-05-25,West,Mumbai,CUST8509,Fruits & Vegetables,Apples 1kg,7,714,76
2025-09-12,East,Bhubaneswar,CUST8762,Household,Harpic Toilet Cleaner,8,2968,489
2025-09-20,West,Mumbai,CUST1463,Groceries,Tata Salt 1kg,6,2532,273
2025-03-03,North,Jaipur,CUST4193,Snacks,Bingo Mad Angles,6,1938,374
2025-06-18,West,Pune,CUST3169,Groceries,Tata Salt 1kg,1,249,23
2025-09-06,North,Delhi,CUST5223,Bakery,Cake 500g,5,2040,105
2025-04-03,North,Delhi,CUST9822,Groceries,Tata Salt 1kg,8,784,129
2025-09-21,East,Patna,CUST6681,Beverages,Coca Cola 2L,9,3222,373
2025-07-19,North,Delhi,CUST1450,Household,Surf Excel 1kg,5,945,62
2025-11-18,South,Chennai,CUST7511,Personal Care,Dove Soap,10,4290,646
2025-12-17,East,Bhubaneswar,CUST2900,Personal Care,Lux Soap,3,195,29
2025-04-11,West,Mumbai,CUST4420,Bakery,Buns 4pcs,2,900,149
2024-04-16,West,Mumbai,CUST7198,Household,Surf Excel 1kg,4,1788,181
2025-05-27,East,Bhubaneswar,CUST5615,Dairy,Britannia Cheese,1,207,32
2024-01-05,South,Chennai,CUST7388,Groceries,Tata Salt 1kg,6,1746,316
2024-02-21,East,Kolkata,CUST4088,Personal Care,Dove Soap,2,184,18
2025-06-13,North,Chandigarh,CUST7993,Personal Care,Lux Soap,10,3990,437
2025-12-04,North,Jaipur,CUST4570,Household,Harpic Toilet Cleaner,6,1854,225
2024-10-24,South,Chennai,CUST8659,Personal Care,Colgate Toothpaste,2,172,20
2024-09-05,North,Jaipur,CUST2208,Groceries,Aashirvaad Atta 5kg,5,655,123
2025-07-24,West,Mumbai,CUST9818,Beverages,Coca Cola 2L,3,1227,172
2024-01-23,West,Pune,CUST5796,Fruits & Vegetables,Tomatoes 1kg,7,2583,492
2024-11-24,South,Hyderabad,CUST0667,Personal Care,Colgate Toothpaste,6,2190,139
2024-06-15,East,Bhubaneswar,CUST0778,Dairy,Amul Milk 1L,6,2766,322
2025-05-02,West,Ahmedabad,CUST7247,Fruits & Vegetables,Apples 1kg,5,1915,137
2025-01-30,West,Pune,CUST7305,Dairy,Amul Milk 1L,4,1864,324
2025-06-04,West,Ahmedabad,CUST9136,Fruits & Vegetables,Tomatoes 1kg,6,2340,186
2024-11-08,South,Bengaluru,CUST5459,Dairy,Paneer 200g,3,750,90
2024-11-12,North,Jaipur,CUST7751,Household,Harpic Toilet Cleaner,1,151,11
2024-09-23,West,Mumbai,CUST0589,Personal Care,Dove Soap,7,2527,140
2024-01-09,South,Hyderabad,CUST7983,Household,Surf Excel 1kg,7,1743,135
2024-11-02,West,Ahmedabad,CUST0794,Dairy,Britannia Cheese,6,2064,402
2025-11-25,West,Pune,CUST1168,Bakery,Buns 4pcs,6,1566,276
2025-08-19,North,Delhi,CUST3041,Dairy,Amul Milk 1L,9,3528,251
2025-09-19,West,Mumbai,CUST5109,Household,Surf Excel 1kg,5,510,35
2025-06-04,South,Hyderabad,CUST7605,Bakery,Britannia Bread,3,882,112
2024-08-16,South,Bengaluru,CUST1963,Groceries,Fortune Oil 1L,1,475,28
2025-03-31,East,Kolkata,CUST8530,Personal Care,Colgate Toothpaste,1,433,39
2024-02-01,South,Bengaluru,CUST1054,Dairy,Amul Milk 1L,3,1467,107
2025-09-29,North,Delhi,CUST9280,Bakery,Buns 4pcs,9,3078,502
2024-09-29,West,Ahmedabad,CUST6957,Bakery,Cake 500g,4,816,77
2024-11-27,South,Bengaluru,CUST4187,Groceries,Aashirvaad Atta 5kg,4,1928,206
2024-02-11,West,Pune,CUST1272,Snacks,Bingo Mad Angles,7,1337,168
2025-03-21,East,Patna,CUST5891,Fruits & Vegetables,Tomatoes 1kg,4,796,42
2024-06-18,North,Delhi,CUST5605,Snacks,Bingo Mad Angles,8,696,138
2024-09-17,West,Mumbai,CUST1920,Snacks,KurKure 50g,8,3584,280
2024-03-26,East,Bhubaneswar,CUST6535,Groceries,Aashirvaad Atta 5kg,1,204,27
2024-10-06,North,Jaipur,CUST1914,Groceries,Fortune Oil 1L,3,744,71
2024-10-07,South,Bengaluru,CUST6793,Beverages,Red Bull 250ml,8,1248,132
2024-11-02,West,Pune,CUST8953,Groceries,Tata Salt 1kg,7,602,82
2024-02-24,North,Jaipur,CUST3789,Dairy,Amul Milk 1L,8,2248,117
2025-04-15,North,Jaipur,CUST7346,Beverages,Pepsi 2L,8,3232,395
2024-08-14,North,Jaipur,CUST7674,Beverages,Coca Cola 2L,2,472,25
2024-03-18,South,Chennai,CUST2294,Bakery,Cake 500g,6,1692,242
2025-02-24,North,Jaipur,CUST7609,Snacks,KurKure 50g,7,1001,98
2025-07-06,East,Kolkata,CUST9207,Snacks,KurKure 50g,9,909,53
2024-12-28,South,Bengaluru,CUST6363,Household,Surf Excel 1kg,7,889,59
2025-02-23,West,Mumbai,CUST0711,Snacks,Lays Chips 100g,1,154,30
2025-03-04,South,Bengaluru,CUST3245,Snacks,Bingo Mad Angles,3,663,51
2024-09-08,North,Jaipur,CUST3350,Dairy,Britannia Cheese,1,483,33
2025-03-25,North,Chandigarh,CUST7586,Dairy,Amul Milk 1L,3,504,50
2025-01-19,North,Jaipur,CUST0342,Household,Surf Excel 1kg,9,702,75
2024-03-20,North,Delhi,CUST5201,Dairy,Paneer 200g,4,1484,179
2024-06-10,North,Jaipur,CUST4009,Personal Care,Dove Soap,8,1472,209
2024-07-18,West,Pune,CUST2522,Snacks,Lays Chips 100g,1,226,32
2025-02-24,South,Hyderabad,CUST2721,Bakery,Cake 500g,4,548,70
2024-12-04,North,Delhi,CUST2109,Dairy,Paneer 200g,4,1288,99
2024-12-06,North,Chandigarh,CUST1902,Bakery,Buns 4pcs,2,250,33
2024-12-04,East,Patna,CUST9711,Groceries,Aashirvaad Atta 5kg,9,630,121
2024-05-30,East,Bhubaneswar,CUST0602,Personal Care,Lux Soap,7,2961,320
2025-07-29,North,Chandigarh,CUST2644,Snacks,Lays Chips 100g,5,355,66
2025-07-13,North,Chandigarh,CUST7475,Personal Care,Colgate Toothpaste,1,378,37
2025-03-24,South,Chennai,CUST5631,Beverages,Red Bull 250ml,7,3381,319
2024-08-13,North,Chandigarh,CUST2173,Household,Surf Excel 1kg,9,2286,286
2024-03-20,North,Jaipur,CUST0793,Dairy,Amul Milk 1L,6,1650,315
2024-09-12,West,Ahmedabad,CUST1890,Household,Harpic Toilet Cleaner,2,208,30
2024-11-25,North,Delhi,CUST1422,Groceries,Tata Salt 1kg,8,3392,400
2025-06-25,East,Patna,CUST4544,Groceries,Tata Salt 1kg,5,2135,126
2025-08-14,East,Kolkata,CUST2735,Household,Vim Bar,2,174,27
2025-12-19,East,Patna,CUST7550,Household,Surf Excel 1kg,1,142,28
2024-03-05,East,Kolkata,CUST6998,Snacks,Bingo Mad Angles,7,3430,271
2024-03-13,East,Patna,CUST2723,Groceries,Tata Salt 1kg,4,1144,208
2025-03-27,South,Bengaluru,CUST8294,Beverages,Pepsi 2L,4,1540,293
2025-02-07,West,Mumbai,CUST5174,Dairy,Amul Milk 1L,6,2232,387
2025-04-17,South,Bengaluru,CUST8599,Groceries,Fortune Oil 1L,5,2485,275
2025-12-18,South,Bengaluru,CUST7391,Groceries,Tata Salt 1kg,10,800,103
2025-02-27,North,Delhi,CUST3458,Fruits & Vegetables,Apples 1kg,6,2142,181
2025-03-13,East,Bhubaneswar,CUST5231,Dairy,Britannia Cheese,2,608,83
2024-09-03,North,Delhi,CUST3038,Household,Surf Excel 1kg,10,2710,308
2024-10-23,North,Jaipur,CUST1485,Dairy,Paneer 200g,9,639,54
2024-04-30,West,Mumbai,CUST2968,Personal Care,Lux Soap,4,792,137
2024-03-29,West,Pune,CUST6063,Fruits & Vegetables,Bananas 1kg,9,2133,114
2024-07-06,West,Ahmedabad,CUST3272,Snacks,Bingo Mad Angles,5,2425,130
2024-01-05,North,Delhi,CUST6973,Snacks,Bingo Mad Angles,5,790,73
2025-07-30,East,Bhubaneswar,CUST5278,Bakery,Britannia Bread,3,174,33
2024-01-14,South,Chennai,CUST1391,Snacks,Lays Chips 100g,6,1716,102
2025-11-10,North,Jaipur,CUST9957,Dairy,Paneer 200g,5,2185,288
2025-09-11,South,Chennai,CUST5186,Beverages,Red Bull 250ml,5,2395,443
2025-03-27,East,Bhubaneswar,CUST9628,Bakery,Cake 500g,8,2936,216
2024-09-20,East,Kolkata,CUST7864,Fruits & Vegetables,Apples 1kg,9,621,122
2024-09-05,South,Bengaluru,CUST3478,Snacks,KurKure 50g,6,2346,432
2024-12-19,South,Chennai,CUST2529,Bakery,Britannia Bread,6,2910,205
2025-06-15,South,Chennai,CUST3446,Personal Care,Lux Soap,6,858,112
2024-02-23,West,Mumbai,CUST1839,Fruits & Vegetables,Apples 1kg,1,436,53
2024-06-07,North,Jaipur,CUST2122,Household,Vim Bar,2,106,19
2024-06-30,South,Chennai,CUST5612,Fruits & Vegetables,Bananas 1kg,4,1204,187
2024-07-16,North,Chandigarh,CUST9643,Personal Care,Lux Soap,4,372,24
2025-02-06,East,Patna,CUST4357,Groceries,Fortune Oil 1L,8,1504,244
2024-10-24,South,Chennai,CUST6767,Fruits & Vegetables,Bananas 1kg,4,412,43
2025-02-03,North,Chandigarh,CUST9332,Groceries,Tata Salt 1kg,5,1985,313
2024-03-05,North,Jaipur,CUST6167,Fruits & Vegetables,Bananas 1kg,2,958,114
2024-10-13,West,Ahmedabad,CUST7540,Personal Care,Dove Soap,2,940,175
2025-02-15,West,Ahmedabad,CUST1753,Personal Care,Dove Soap,8,3344,428
2024-03-17,South,Hyderabad,CUST8127,Beverages,Coca Cola 2L,10,3280,471
2024-12-01,West,Pune,CUST0283,Groceries,Tata Salt 1kg,1,172,24
2025-05-21,East,Bhubaneswar,CUST5150,Beverages,Red Bull 250ml,6,1410,71
2025-05-25,East,Patna,CUST1436,Household,Harpic Toilet Cleaner,9,4185,761
2024-05-12,East,Patna,CUST5172,Dairy,Britannia Cheese,5,420,30
2024-05-27,East,Bhubaneswar,CUST0484,Personal Care,Colgate Toothpaste,7,2058,161
2025-09-22,East,Patna,CUST1785,Personal Care,Lux Soap,4,1772,305
2025-11-22,South,Hyderabad,CUST8466,Groceries,Tata Salt 1kg,5,1845,107
2024-11-25,South,Bengaluru,CUST3048,Household,Vim Bar,10,2340,282
2025-01-13,South,Hyderabad,CUST9311,Personal Care,Colgate Toothpaste,10,960,69
2024-05-06,North,Delhi,CUST3413,Snacks,Bingo Mad Angles,6,342,36
2025-02-25,East,Kolkata,CUST6083,Personal Care,Colgate Toothpaste,4,1588,246
2025-01-26,South,Bengaluru,CUST0826,Household,Vim Bar,2,626,87
2024-03-17,South,Bengaluru,CUST2730,Dairy,Amul Milk 1L,6,510,28
2025-12-23,South,Hyderabad,CUST7806,Beverages,Red Bull 250ml,4,1648,174
2024-06-25,South,Hyderabad,CUST8814,Dairy,Britannia Cheese,1,57,4
2024-02-20,East,Bhubaneswar,CUST2669,Household,Harpic Toilet Cleaner,5,275,23
2024-02-23,West,Pune,CUST0162,Bakery,Cake 500g,6,2370,207
2025-12-03,West,Ahmedabad,CUST5900,Personal Care,Colgate Toothpaste,2,618,41
2024-01-17,North,Jaipur,CUST6755,Fruits & Vegetables,Tomatoes 1kg,3,381,50
2025-09-05,West,Pune,CUST0088,Groceries,Aashirvaad Atta 5kg,7,3234,576
2024-03-19,North,Chandigarh,CUST6817,Bakery,Britannia Bread,4,244,25
2024-06-18,South,Chennai,CUST6297,Fruits & Vegetables,Bananas 1kg,3,1098,192
2024-04-02,South,Hyderabad,CUST1256,Dairy,Britannia Cheese,7,2562,257
2024-08-02,South,Bengaluru,CUST6076,Personal Care,Dove Soap,8,1520,157
2025-02-02,North,Chandigarh,CUST6576,Dairy,Britannia Cheese,5,1745,234
2025-02-25,South,Bengaluru,CUST7300,Dairy,Amul Milk 1L,5,340,47
2025-07-13,East,Bhubaneswar,CUST2296,Dairy,Amul Milk 1L,10,2170,126
2025-01-20,North,Chandigarh,CUST7850,Household,Vim Bar,2,910,64
2025-04-11,East,Kolkata,CUST2495,Snacks,Lays Chips 100g,4,524,55
2024-12-15,West,Mumbai,CUST9092,Snacks,Lays Chips 100g,1,279,19
2024-01-01,North,Chandigarh,CUST3385,Personal Care,Dove Soap,9,954,170
2024-01-01,North,Chandigarh,CUST2222,Beverages,Pepsi 2L,7,2135,283
2025-06-02,South,Chennai,CUST5024,Fruits & Vegetables,Bananas 1kg,2,512,54
2024-07-16,East,Bhubaneswar,CUST5073,Snacks,KurKure 50g,5,1145,75
2024-07-03,North,Chandigarh,CUST5734,Household,Surf Excel 1kg,2,818,48
2025-10-01,East,Patna,CUST8328,Fruits & Vegetables,Apples 1kg,4,272,47
2025-06-01,South,Chennai,CUST1163,Bakery,Cake 500g,4,1624,321
2025-03-28,West,Mumbai,CUST5623,Snacks,Lays Chips 100g,1,166,16
2024-04-15,North,Jaipur,CUST9567,Beverages,Red Bull 250ml,6,1278,109
2024-02-10,North,Chandigarh,CUST9993,Dairy,Paneer 200g,8,3752,424
2024-03-28,North,Delhi,CUST9842,Personal Care,Lux Soap,5,395,60
2025-03-19,West,Ahmedabad,CUST3939,Household,Harpic Toilet Cleaner,1,335,40
2025-11-29,South,Chennai,CUST1117,Bakery,Buns 4pcs,1,314,21
2024-12-01,West,Ahmedabad,CUST5079,Dairy,Britannia Cheese,4,836,45
2024-11-19,North,Chandigarh,CUST8574,Dairy,Amul Milk 1L,10,2260,143
2025-03-28,West,Pune,CUST6749,Snacks,Lays Chips 100g,8,872,125
2024-04-05,East,Kolkata,CUST0640,Groceries,Aashirvaad Atta 5kg,7,2044,129
2025-05-26,North,Delhi,CUST1630,Snacks,Bingo Mad Angles,4,1532,92
2024-11-28,South,Chennai,CUST6153,Groceries,Aashirvaad Atta 5kg,4,1560,160
2025-01-23,South,Bengaluru,CUST7191,Bakery,Britannia Bread,9,1836,252
2024-11-16,South,Hyderabad,CUST4003,Dairy,Britannia Cheese,5,2215,368
2024-05-29,North,Delhi,CUST8055,Bakery,Buns 4pcs,6,480,28
2025-04-24,East,Patna,CUST3580,Bakery,Britannia Bread,9,2070,313
2025-03-11,North,Delhi,CUST7810,Beverages,Coca Cola 2L,2,114,17
2024-07-20,South,Chennai,CUST8521,Snacks,Bingo Mad Angles,10,3790,595
2024-03-20,North,Delhi,CUST6669,Groceries,Tata Salt 1kg,7,2254,303
2025-08-15,North,Jaipur,CUST5973,Groceries,Aashirvaad Atta 5kg,10,4550,684
2024-03-02,East,Patna,CUST4707,Beverages,Coca Cola 2L,1,81,5
2025-08-05,West,Mumbai,CUST8736,Dairy,Britannia Cheese,3,1089,98
2025-03-17,West,Ahmedabad,CUST1150,Beverages,Coca Cola 2L,4,692,102
2025-02-24,North,Jaipur,CUST5501,Fruits & Vegetables,Tomatoes 1kg,9,2799,337
2025-11-18,North,Delhi,CUST9609,Personal Care,Lux Soap,3,1275,96
2024-02-20,East,Kolkata,CUST9048,Bakery,Britannia Bread,3,579,101
2024-10-05,East,Kolkata,CUST6279,Personal Care,Dove Soap,6,624,41
2024-07-30,East,Kolkata,CUST2892,Snacks,Bingo Mad Angles,1,263,14
2025-08-15,South,Chennai,CUST9001,Household,Surf Excel 1kg,10,2570,295
2025-03-02,South,Hyderabad,CUST9190,Beverages,Coca Cola 2L,5,305,50
2025-09-17,South,Chennai,CUST3720,Snacks,KurKure 50g,3,273,33
2025-01-29,North,Jaipur,CUST0605,Dairy,Britannia Cheese,10,3070,348
2024-10-05,West,Mumbai,CUST8671,Dairy,Amul Milk 1L,6,2178,109
2024-05-07,East,Patna,CUST0516,Dairy,Paneer 200g,1,283,18
2024-12-09,North,Delhi,CUST7895,Household,Harpic Toilet Cleaner,5,1630,204
